merimee, osmtype, idOSM, osmUrl, wikidataUrl, desc
PA00118220,way,544596098,https://www.openstreetmap.org/way/544596098,https://www.wikidata.org/wiki/Q15616899,Entrée du Tunnel de Brison
PA00118220,way,544596423,https://www.openstreetmap.org/way/544596423,https://www.wikidata.org/wiki/Q15616899,Entrée du Tunnel de Brison
PA00108809,node,2302220351,https://www.openstreetmap.org/node/2302220351,https://www.wikidata.org/wiki/Q21253222,Dolmen de Kerbourg B
PA00108809,node,2302220352,https://www.openstreetmap.org/node/2302220352,https://www.wikidata.org/wiki/Q21334438,Dolmen de Kerbourg A
PA00112252,node,2648562752,https://www.openstreetmap.org/node/2648562752,https://www.wikidata.org/wiki/Q22964530,Castel situé dans le lycée technique du Castel
PA00112252,node,3691218213,https://www.openstreetmap.org/node/3691218213,,Castel
PA00081815,way,83762702,https://www.openstreetmap.org/way/83762702,,...
PA00081815,way,83769147,https://www.openstreetmap.org/way/83769147,,Pont Saint-Bénezet
PA00135215,way,107811186,https://www.openstreetmap.org/way/107811186,https://www.wikidata.org/wiki/Q22975895,Hôtel de Ville
PA00135215,way,107811965,https://www.openstreetmap.org/way/107811965,,Hôtel de ville
PA00135215,way,107814940,https://www.openstreetmap.org/way/107814940,,Hôtel de ville
PA00088050,node,5261855713,https://www.openstreetmap.org/node/5261855713,https://www.wikidata.org/wiki/Q2971253,Château de la Grange
PA00088050,way,133510711,https://www.openstreetmap.org/way/133510711,https://www.wikidata.org/wiki/Q2971253,Château du Maréchal de Saxe
PA00101614,way,42380868,https://www.openstreetmap.org/way/42380868,https://www.wikidata.org/wiki/Q22952965,Chemin du Sert
PA00101614,way,421483671,https://www.openstreetmap.org/way/421483671,,Chemin du Sert
PA00113142,way,259969524,https://www.openstreetmap.org/way/259969524,https://www.wikidata.org/wiki/Q22965651,Église de la Conversion-de-Saint-Paul
PA00113142,way,331855513,https://www.openstreetmap.org/way/331855513,https://www.wikidata.org/wiki/Q22965651,...
PA67000046,way,40469009,https://www.openstreetmap.org/way/40469009,https://www.wikidata.org/wiki/Q14627731,Grand Établissement Municipal de Bains
PA67000046,way,40469010,https://www.openstreetmap.org/way/40469010,,Bains Médicinaux
PA00085185,way,46875444,https://www.openstreetmap.org/way/46875444,https://www.wikidata.org/wiki/Q3361224,...
PA00085185,way,46875445,https://www.openstreetmap.org/way/46875445,,...
PA00085185,relation,368604,https://www.openstreetmap.org/relation/368604,https://www.wikidata.org/wiki/Q3361224,Palais Universitaire
PA00108665,way,85440134,https://www.openstreetmap.org/way/85440134,https://www.wikidata.org/wiki/Q2957287,Chapelle de l'Oratoire
PA00108665,relation,4764940,https://www.openstreetmap.org/relation/4764940,https://www.wikidata.org/wiki/Q3145566,Hôtel Lelasseur
PA00092853,way,290615215,https://www.openstreetmap.org/way/290615215,https://www.wikidata.org/wiki/Q5118840,Ruines du château
PA00092853,way,472335847,https://www.openstreetmap.org/way/472335847,,Ancienne chapelle
PA49000026,way,182948059,https://www.openstreetmap.org/way/182948059,https://www.wikidata.org/wiki/Q2969889,Église Saint-Pierre
PA49000026,way,182949307,https://www.openstreetmap.org/way/182949307,,Château de Milly-le-Meugon
PA49000026,way,182950318,https://www.openstreetmap.org/way/182950318,,...
PA00092743,way,86358099,https://www.openstreetmap.org/way/86358099,https://www.wikidata.org/wiki/Q1537302,...
PA00092743,way,86358734,https://www.openstreetmap.org/way/86358734,,...
PA00092743,way,86359613,https://www.openstreetmap.org/way/86359613,https://www.wikidata.org/wiki/Q1537302,Cathédrale Notre-Dame-de-l'Annonciation
PA00092743,way,86362866,https://www.openstreetmap.org/way/86362866,,...
PA00092743,relation,1285155,https://www.openstreetmap.org/relation/1285155,https://www.wikidata.org/wiki/Q1537302,Cloître de la Cathédrale du Puy-en-Velay
PA00085195,way,40142952,https://www.openstreetmap.org/way/40142952,https://www.wikidata.org/wiki/Q3286397,Villa Ostlerloff
PA00085195,way,41342365,https://www.openstreetmap.org/way/41342365,,...
PA59000148,node,2063752667,https://www.openstreetmap.org/node/2063752667,https://www.wikidata.org/wiki/Q22979895,Immeuble
PA59000148,node,2063752670,https://www.openstreetmap.org/node/2063752670,,Immeuble
PA59000148,node,2063752674,https://www.openstreetmap.org/node/2063752674,,Immeuble
PA00086548,node,440749838,https://www.openstreetmap.org/node/440749838,https://www.wikidata.org/wiki/Q1970334,Parmentier
PA00086548,node,5313392786,https://www.openstreetmap.org/node/5313392786,,...
PA75140003,way,52090395,https://www.openstreetmap.org/way/52090395,https://www.wikidata.org/wiki/Q3075432,Pavillon Poincaré
PA75140003,way,52090396,https://www.openstreetmap.org/way/52090396,,Pavillon Pasteur
PA75140003,way,52090397,https://www.openstreetmap.org/way/52090397,,Pavillon Liard
PA75140003,way,260177830,https://www.openstreetmap.org/way/260177830,,Pavillon Appell
PA75140003,way,260177831,https://www.openstreetmap.org/way/260177831,https://www.wikidata.org/wiki/Q3075432,Fondation Deutsch de la Meurthe
PA75140003,way,260177832,https://www.openstreetmap.org/way/260177832,,Pavillon Gréard
PA75140003,way,260177833,https://www.openstreetmap.org/way/260177833,,Pavillon Pierre et Marie Curie
PA00105443,way,64223511,https://www.openstreetmap.org/way/64223511,https://www.wikidata.org/wiki/Q22955912,Église Saint-Michel
PA00105443,way,75918018,https://www.openstreetmap.org/way/75918018,https://www.wikidata.org/wiki/Q22955912,Église Saint-Nicolas
PA00089300,node,3037590036,https://www.openstreetmap.org/node/3037590036,https://www.wikidata.org/wiki/Q2263240,...
PA00089300,way,46161991,https://www.openstreetmap.org/way/46161991,,Château de Rosanbo
PA00108133,way,144278240,https://www.openstreetmap.org/way/144278240,https://www.wikidata.org/wiki/Q22961700,...
PA00108133,way,144279136,https://www.openstreetmap.org/way/144279136,,...
PA00086552,node,440749834,https://www.openstreetmap.org/node/440749834,https://www.wikidata.org/wiki/Q1315757,Rue Saint-Maur
PA00086552,node,5313392782,https://www.openstreetmap.org/node/5313392782,,...
PA00117560,node,3701377813,https://www.openstreetmap.org/node/3701377813,https://www.wikidata.org/wiki/Q22967292,Chapelle Saint-Nicolas-du-Port
PA00117560,way,124612822,https://www.openstreetmap.org/way/124612822,https://www.wikidata.org/wiki/Q22967292,Chapelle Saint-Nicolas-du-Port
PA00092831,way,293373584,https://www.openstreetmap.org/way/293373584,https://www.wikidata.org/wiki/Q22932532,...
PA00092831,way,441824651,https://www.openstreetmap.org/way/441824651,,Église Notre-Dame de l'Assomption
PA11000038,node,2512682825,https://www.openstreetmap.org/node/2512682825,https://www.wikidata.org/wiki/Q22995573,Monument commémoratif d'Ernest Ferroul
PA11000038,node,3802879867,https://www.openstreetmap.org/node/3802879867,,Monument commémoratif d'Ernest Ferroul
PA00110012,way,151222701,https://www.openstreetmap.org/way/151222701,https://www.wikidata.org/wiki/Q15944416,Château du Maurier
PA00110012,way,151222809,https://www.openstreetmap.org/way/151222809,,...
PA00110012,way,151223153,https://www.openstreetmap.org/way/151223153,,...
PA00110012,way,151223373,https://www.openstreetmap.org/way/151223373,,Orangerie
PA00092925,way,292205626,https://www.openstreetmap.org/way/292205626,https://www.wikidata.org/wiki/Q2968179,Château d'Auzon
PA00092925,way,292331366,https://www.openstreetmap.org/way/292331366,,Porte fortifiée de l'enceinte du chateau d'Auzon
PA00111209,way,62090684,https://www.openstreetmap.org/way/62090684,https://www.wikidata.org/wiki/Q3580519,Église Notre-Dame de Campigny
PA00111209,way,334087235,https://www.openstreetmap.org/way/334087235,https://www.wikidata.org/wiki/Q3580519,Église Notre-Dame
PA00116339,way,127527620,https://www.openstreetmap.org/way/127527620,https://www.wikidata.org/wiki/Q3280308,...
PA00116339,way,127527909,https://www.openstreetmap.org/way/127527909,https://www.wikidata.org/wiki/Q3280308,Maison Gorrevod
PA00095042,node,3068013578,https://www.openstreetmap.org/node/3068013578,https://www.wikidata.org/wiki/Q635127,Ancien prieuré ou château
PA00095042,way,302416476,https://www.openstreetmap.org/way/302416476,https://www.wikidata.org/wiki/Q2212729,Église du prieuré Saint-Pierre
PA00100361,node,4448809009,https://www.openstreetmap.org/node/4448809009,,...
PA00100361,way,70404320,https://www.openstreetmap.org/way/70404320,https://www.wikidata.org/wiki/Q3146156,...
PA00087270,node,4235931489,https://www.openstreetmap.org/node/4235931489,,Église
PA00087270,way,115352968,https://www.openstreetmap.org/way/115352968,https://www.wikidata.org/wiki/Q14551314,Église Saint-Loup
PA00092036,node,3798451480,https://www.openstreetmap.org/node/3798451480,https://www.wikidata.org/wiki/Q22928248,Mur des Sarrasins
PA00092036,way,376410580,https://www.openstreetmap.org/way/376410580,https://www.wikidata.org/wiki/Q22928248,Mur des Sarrasins
PA00109574,way,361410302,https://www.openstreetmap.org/way/361410302,https://www.wikidata.org/wiki/Q1646064,Abbaye de Clermont (porterie)
PA00109574,way,361410303,https://www.openstreetmap.org/way/361410303,,Abbaye de Clermont
PA00112469,way,53863112,https://www.openstreetmap.org/way/53863112,https://www.wikidata.org/wiki/Q22964780,...
PA00112469,way,360795207,https://www.openstreetmap.org/way/360795207,https://www.wikidata.org/wiki/Q22964780,...
PA49000024,way,507984238,https://www.openstreetmap.org/way/507984238,https://www.wikidata.org/wiki/Q2860742,Chevalement
PA49000024,relation,8082049,https://www.openstreetmap.org/relation/8082049,https://www.wikidata.org/wiki/Q2860742,Ardoisières de la Pouëze
PA00109858,node,4022760834,https://www.openstreetmap.org/node/4022760834,,...
PA00109858,way,25048996,https://www.openstreetmap.org/way/25048996,https://www.wikidata.org/wiki/Q22962675,Rue du Doyenné
PA00109372,way,100000472,https://www.openstreetmap.org/way/100000472,https://www.wikidata.org/wiki/Q2820406,...
PA00109372,way,100000522,https://www.openstreetmap.org/way/100000522,,...
PA00109372,way,100000617,https://www.openstreetmap.org/way/100000617,,Abbaye Saint-Maur de Glanfeuil
PA00109372,way,100000873,https://www.openstreetmap.org/way/100000873,,...
PA00109372,way,100001182,https://www.openstreetmap.org/way/100001182,,...
PA00109372,way,100001208,https://www.openstreetmap.org/way/100001208,,...
PA00109372,way,100001270,https://www.openstreetmap.org/way/100001270,,...
PA00109372,way,241550493,https://www.openstreetmap.org/way/241550493,,Chapelle Saint-Martin
PA00088479,node,264515098,https://www.openstreetmap.org/node/264515098,https://www.wikidata.org/wiki/Q1598555,Saint-Michel
PA00088479,node,5313856736,https://www.openstreetmap.org/node/5313856736,,...
PA00088479,node,5313856737,https://www.openstreetmap.org/node/5313856737,,...
PA00109706,way,232830340,https://www.openstreetmap.org/way/232830340,https://www.wikidata.org/wiki/Q15953166,...
PA00109706,way,232830352,https://www.openstreetmap.org/way/232830352,,...
PA00109706,way,232830354,https://www.openstreetmap.org/way/232830354,,Église abbatiale Notre-Dame
PA00109706,way,232830532,https://www.openstreetmap.org/way/232830532,,...
PA39000071,way,80782902,https://www.openstreetmap.org/way/80782902,https://www.wikidata.org/wiki/Q15952773,Monastère Sainte-Colette des Clarisses de Poligny
PA39000071,way,361060686,https://www.openstreetmap.org/way/361060686,,Monastère des Clarisses
PA00132588,way,92294579,https://www.openstreetmap.org/way/92294579,https://www.wikidata.org/wiki/Q2974263,Cirque
PA00132588,way,92304911,https://www.openstreetmap.org/way/92304911,,Manège
PA00107336,way,121731689,https://www.openstreetmap.org/way/121731689,https://www.wikidata.org/wiki/Q22960599,Pavillon Heudebert
PA00107336,way,121732030,https://www.openstreetmap.org/way/121732030,,La Rotonde
PA00087721,way,74620748,https://www.openstreetmap.org/way/74620748,https://www.wikidata.org/wiki/Q22923982,...
PA00087721,way,74630384,https://www.openstreetmap.org/way/74630384,,...
PA00087721,way,74632024,https://www.openstreetmap.org/way/74632024,,...
PA00086910,way,227533728,https://www.openstreetmap.org/way/227533728,https://www.wikidata.org/wiki/Q2969554,Chapelle
PA00086910,way,227534487,https://www.openstreetmap.org/way/227534487,,Château de La Grange-Bléneau
PA00091076,way,27013324,https://www.openstreetmap.org/way/27013324,https://www.wikidata.org/wiki/Q1739286,Alignement de Kermario
PA00091076,way,27013333,https://www.openstreetmap.org/way/27013333,https://www.wikidata.org/wiki/Q1739286,Alignement de Kermario
PA00091076,way,27013348,https://www.openstreetmap.org/way/27013348,https://www.wikidata.org/wiki/Q1739286,Alignement de Kermario
PA00107575,node,2063752386,https://www.openstreetmap.org/node/2063752386,https://www.wikidata.org/wiki/Q17402093,Ancien couvent des Madelonnettes
PA00107575,node,2063752391,https://www.openstreetmap.org/node/2063752391,,Ancien couvent des Madelonnettes
PA00081117,way,102072555,https://www.openstreetmap.org/way/102072555,https://www.wikidata.org/wiki/Q334060,Église abbatiale Notre-Dame
PA00081117,relation,1451754,https://www.openstreetmap.org/relation/1451754,https://www.wikidata.org/wiki/Q334060,Cloître
PA00118068,way,128971606,https://www.openstreetmap.org/way/128971606,https://www.wikidata.org/wiki/Q22968233,Aqueduc du Gier
PA00118068,way,128971617,https://www.openstreetmap.org/way/128971617,,Aqueduc du Gier
PA00086580,node,5313588580,https://www.openstreetmap.org/node/5313588580,,...
PA00086580,node,5313588581,https://www.openstreetmap.org/node/5313588581,,...
PA00092635,node,2957453006,https://www.openstreetmap.org/node/2957453006,,Tour Clémentine
PA00092635,way,472733070,https://www.openstreetmap.org/way/472733070,https://www.wikidata.org/wiki/Q21013228,Église abbatiale Saint-Robert
PA00091138,node,870701456,https://www.openstreetmap.org/node/870701456,https://www.wikidata.org/wiki/Q11682090,Le Géant du Manio
PA00091138,way,233568514,https://www.openstreetmap.org/way/233568514,,Quadrilatère du Manio
PA00135145,node,1789715818,https://www.openstreetmap.org/node/1789715818,https://www.wikidata.org/wiki/Q15954136,...
PA00135145,way,216085458,https://www.openstreetmap.org/way/216085458,https://www.wikidata.org/wiki/Q15954136,Église Protestante
PA00113467,node,2571160543,https://www.openstreetmap.org/node/2571160543,https://www.wikidata.org/wiki/Q22965770,Croix de pierre (également sur commune de Dezize-les-Maranges)
PA00113467,node,3629346335,https://www.openstreetmap.org/node/3629346335,https://www.wikidata.org/wiki/Q3003379,Croix de Pierre
PA00084361,node,3027145235,https://www.openstreetmap.org/node/3027145235,https://www.wikidata.org/wiki/Q20758246,Cromlechs de Courraüs de Houndas
PA00084361,node,3027145236,https://www.openstreetmap.org/node/3027145236,https://www.wikidata.org/wiki/Q20758246,Cromlechs de Lous Couraus
PA00112414,way,41890754,https://www.openstreetmap.org/way/41890754,https://www.wikidata.org/wiki/Q15950411,Hôtel Bénigne Malyon
PA00112414,way,257975438,https://www.openstreetmap.org/way/257975438,https://www.wikidata.org/wiki/Q3268613,Lycée général et technologique Carnot
PA00107644,node,2063752878,https://www.openstreetmap.org/node/2063752878,https://www.wikidata.org/wiki/Q22960834,Immeubles
PA00107644,node,2063752882,https://www.openstreetmap.org/node/2063752882,,Immeubles
PA00107644,node,2063752891,https://www.openstreetmap.org/node/2063752891,,Immeubles
PA00107644,node,2063752901,https://www.openstreetmap.org/node/2063752901,,Immeubles
PA00083890,node,5512496514,https://www.openstreetmap.org/node/5512496514,https://www.wikidata.org/wiki/Q3402353,Ancien Presbytère
PA00083890,way,425092379,https://www.openstreetmap.org/way/425092379,https://www.wikidata.org/wiki/Q3402353,Ancien Presbytère
PA00084990,way,111626729,https://www.openstreetmap.org/way/111626729,https://www.wikidata.org/wiki/Q15945111,...
PA00084990,way,111626735,https://www.openstreetmap.org/way/111626735,,Auberge des Alliés
PA47000068,way,175732697,https://www.openstreetmap.org/way/175732697,https://www.wikidata.org/wiki/Q20127525,Église Saint-Jean-Baptiste
PA47000068,way,175741597,https://www.openstreetmap.org/way/175741597,https://www.wikidata.org/wiki/Q20127525,...
PA41000037,way,176967752,https://www.openstreetmap.org/way/176967752,https://www.wikidata.org/wiki/Q15953092,Chemin Rural des Ponts Chartrains à Vineuil
PA41000037,way,183640956,https://www.openstreetmap.org/way/183640956,,Route de Bracieux
PA00082387,way,186743533,https://www.openstreetmap.org/way/186743533,https://www.wikidata.org/wiki/Q3580406,Église Notre-Dame-de-Bourg
PA00082387,way,439234737,https://www.openstreetmap.org/way/439234737,https://www.wikidata.org/wiki/Q3580406,Église Notre-Dame-de-Bourg
PA00107658,node,2063753096,https://www.openstreetmap.org/node/2063753096,https://www.wikidata.org/wiki/Q22960852,Immeubles
PA00107658,node,2063753099,https://www.openstreetmap.org/node/2063753099,,Immeubles
PA00110344,way,210288056,https://www.openstreetmap.org/way/210288056,,...
PA00110344,way,210288080,https://www.openstreetmap.org/way/210288080,,Tour de l'Épine
PA00110344,way,210288088,https://www.openstreetmap.org/way/210288088,,...
PA00110344,way,210290189,https://www.openstreetmap.org/way/210290189,,Tour de l'Horloge
PA00110344,way,536730024,https://www.openstreetmap.org/way/536730024,https://www.wikidata.org/wiki/Q2968671,Château de Bricquebec
PA00110344,way,536730029,https://www.openstreetmap.org/way/536730029,,...
PA00110344,way,536730030,https://www.openstreetmap.org/way/536730030,,Le Donjon
PA00089670,node,3028707036,https://www.openstreetmap.org/node/3028707036,https://www.wikidata.org/wiki/Q22925417,...
PA00089670,way,82170250,https://www.openstreetmap.org/way/82170250,https://www.wikidata.org/wiki/Q22925417,Chapelle Notre-Dame de Bonne-Nouvelle
PA67000078,way,40114917,https://www.openstreetmap.org/way/40114917,https://www.wikidata.org/wiki/Q15952958,Pfälzerhaus
PA67000078,way,40114925,https://www.openstreetmap.org/way/40114925,,...
PA00081185,way,102061424,https://www.openstreetmap.org/way/102061424,https://www.wikidata.org/wiki/Q15953118,...
PA00081185,way,102109681,https://www.openstreetmap.org/way/102109681,https://www.wikidata.org/wiki/Q15953118,...
PA21000058,node,2634128232,https://www.openstreetmap.org/node/2634128232,https://www.wikidata.org/wiki/Q3268613,Lycée Carnot
PA21000058,node,3691268163,https://www.openstreetmap.org/node/3691268163,,Lycée Carnot
PA59000088,way,309108913,https://www.openstreetmap.org/way/309108913,,Église Saint-Thomas-d’Aquin des DOminicains
PA59000088,relation,2142861,https://www.openstreetmap.org/relation/2142861,https://www.wikidata.org/wiki/Q3001710,Couvent des Dominicains
PA00092354,way,180926935,https://www.openstreetmap.org/way/180926935,https://www.wikidata.org/wiki/Q15954116,Église Haute
PA00092354,way,338222609,https://www.openstreetmap.org/way/338222609,,Ossuaire
PA00135198,node,1640575626,https://www.openstreetmap.org/node/1640575626,https://www.wikidata.org/wiki/Q22975874,Le Hameau Bellevue
PA00135198,way,218140418,https://www.openstreetmap.org/way/218140418,https://www.wikidata.org/wiki/Q22975874,Hôtel Bellevue
PA00086785,node,1224788605,https://www.openstreetmap.org/node/1224788605,https://www.wikidata.org/wiki/Q517844,...
PA00086785,node,5313856740,https://www.openstreetmap.org/node/5313856740,,...
PA00107668,node,2063752865,https://www.openstreetmap.org/node/2063752865,https://www.wikidata.org/wiki/Q22960860,Immeubles
PA00107668,node,2063752869,https://www.openstreetmap.org/node/2063752869,,Immeubles
PA00107668,node,2063752872,https://www.openstreetmap.org/node/2063752872,,Immeubles
PA56000065,way,294878140,https://www.openstreetmap.org/way/294878140,https://www.wikidata.org/wiki/Q22979642,Église Notre-Dame-de-Toute-Aide
PA56000065,way,294878144,https://www.openstreetmap.org/way/294878144,https://www.wikidata.org/wiki/Q32104690,Château des Forges de Lanouée
PA56000065,way,294878456,https://www.openstreetmap.org/way/294878456,,...
PA56000065,way,294878474,https://www.openstreetmap.org/way/294878474,,...
PA56000065,way,294878554,https://www.openstreetmap.org/way/294878554,,...
PA56000065,way,294878577,https://www.openstreetmap.org/way/294878577,,...
PA56000065,way,294878722,https://www.openstreetmap.org/way/294878722,,...
PA56000065,way,294878724,https://www.openstreetmap.org/way/294878724,,...
PA56000065,way,294879220,https://www.openstreetmap.org/way/294879220,,...
PA56000065,way,294879291,https://www.openstreetmap.org/way/294879291,,...
PA56000065,way,294879306,https://www.openstreetmap.org/way/294879306,,...
PA56000065,way,294879318,https://www.openstreetmap.org/way/294879318,,...
PA56000065,way,294879350,https://www.openstreetmap.org/way/294879350,,...
PA56000065,way,294879373,https://www.openstreetmap.org/way/294879373,,...
PA00085989,node,679476624,https://www.openstreetmap.org/node/679476624,https://www.wikidata.org/wiki/Q1467113,Palais-Royal Musée du Louvre - 1 - Musée du Louvre (Musée du Louvre)
PA00085989,node,679476628,https://www.openstreetmap.org/node/679476628,,Palais-Royal Musée du Louvre - 2 - place du Palais Royal
PA00085989,node,679476632,https://www.openstreetmap.org/node/679476632,,Palais-Royal Musée du Louvre - 3 - rue Saint-Honoré
PA00085989,node,679476635,https://www.openstreetmap.org/node/679476635,,Palais-Royal Musée du Louvre - 4 - rue de Valois (Le Louvre des Antiquaires)
PA00085989,node,5312369721,https://www.openstreetmap.org/node/5312369721,,...
PA00098229,way,44013840,https://www.openstreetmap.org/way/44013840,https://www.wikidata.org/wiki/Q22942441,...
PA00098229,way,528149641,https://www.openstreetmap.org/way/528149641,https://www.wikidata.org/wiki/Q22942441,...
PA62000095,way,105087338,https://www.openstreetmap.org/way/105087338,https://www.wikidata.org/wiki/Q22997451,Temple
PA62000095,way,326361517,https://www.openstreetmap.org/way/326361517,,Temple protestant
PA00087749,way,74622715,https://www.openstreetmap.org/way/74622715,https://www.wikidata.org/wiki/Q22924022,...
PA00087749,way,74631786,https://www.openstreetmap.org/way/74631786,,...
PA00135150,node,5041577045,https://www.openstreetmap.org/node/5041577045,,Ancien Hôpital Bourgeois
PA00135150,way,111785980,https://www.openstreetmap.org/way/111785980,https://www.wikidata.org/wiki/Q15950355,...
PA00093524,way,338836089,https://www.openstreetmap.org/way/338836089,https://www.wikidata.org/wiki/Q1661220,Chapelle Saint-Blaise
PA00093524,way,338836092,https://www.openstreetmap.org/way/338836092,https://www.wikidata.org/wiki/Q1661220,Château de Val
PA00098340,node,4928031995,https://www.openstreetmap.org/node/4928031995,,Ancien collège des Jésuites
PA00098340,way,118647334,https://www.openstreetmap.org/way/118647334,,...
PA45000039,node,5043361279,https://www.openstreetmap.org/node/5043361279,https://www.wikidata.org/wiki/Q22997026,Grange pyramidale de la Fontaine Bénat
PA45000039,way,529316804,https://www.openstreetmap.org/way/529316804,https://www.wikidata.org/wiki/Q22997026,Grange pyramidale de la Fontaine Bénat
PA00107681,node,2063753420,https://www.openstreetmap.org/node/2063753420,,Maison
PA00107681,way,35959420,https://www.openstreetmap.org/way/35959420,https://www.wikidata.org/wiki/Q22960869,...
PA00086586,way,217512457,https://www.openstreetmap.org/way/217512457,https://www.wikidata.org/wiki/Q22922093,Pavillon de l'ancienne douane
PA00086586,way,217512527,https://www.openstreetmap.org/way/217512527,https://www.wikidata.org/wiki/Q22922093,Pavillon de la barrière d'eau
PA00109079,way,236435597,https://www.openstreetmap.org/way/236435597,https://www.wikidata.org/wiki/Q1775453,Chœur de l'ancienne abbatiale
PA00109079,way,236435613,https://www.openstreetmap.org/way/236435613,,...
PA00109079,way,236435660,https://www.openstreetmap.org/way/236435660,,Chapelle de la Vraie Croix
PA59000107,node,4382773127,https://www.openstreetmap.org/node/4382773127,https://www.wikidata.org/wiki/Q3399034,Porte de Dunkerque
PA59000107,relation,6554024,https://www.openstreetmap.org/relation/6554024,https://www.wikidata.org/wiki/Q3399034,Porte de Dunkerque
PA00089635,way,93280065,https://www.openstreetmap.org/way/93280065,https://www.wikidata.org/wiki/Q22925383,Église Saint-Judoce
PA00089635,way,93280989,https://www.openstreetmap.org/way/93280989,,Ancienne église de Saint-Judoce
PA00118100,way,265432877,https://www.openstreetmap.org/way/265432877,https://www.wikidata.org/wiki/Q22968276,Tour et remparts
PA00118100,way,537378263,https://www.openstreetmap.org/way/537378263,https://www.wikidata.org/wiki/Q22968276,Tour et remparts
PA00118100,way,537378264,https://www.openstreetmap.org/way/537378264,https://www.wikidata.org/wiki/Q22968276,Tour et remparts
PA00086473,way,49734499,https://www.openstreetmap.org/way/49734499,https://www.wikidata.org/wiki/Q3373109,Pavillon du Roi
PA00086473,way,49734636,https://www.openstreetmap.org/way/49734636,https://www.wikidata.org/wiki/Q3373109,Pavillon du Roi
PA00086701,node,1000218091,https://www.openstreetmap.org/node/1000218091,https://www.wikidata.org/wiki/Q1578078,Porte d'Auteuil
PA00086701,node,5313847664,https://www.openstreetmap.org/node/5313847664,,...
PA00108468,way,317725673,https://www.openstreetmap.org/way/317725673,https://www.wikidata.org/wiki/Q3079693,Fosse du 9-9bis de la Compagnie des Mines de Dourges
PA00108468,way,319605929,https://www.openstreetmap.org/way/319605929,,Cité Declercq
PA00117558,node,1994494909,https://www.openstreetmap.org/node/1994494909,https://www.wikidata.org/wiki/Q22967290,Château de la Bernarde et ses dépendances
PA00117558,node,3668774028,https://www.openstreetmap.org/node/3668774028,,Château de la Bernarde
PA00091074,way,27017427,https://www.openstreetmap.org/way/27017427,https://www.wikidata.org/wiki/Q2179460,Alignement du Ménec
PA00091074,way,27017436,https://www.openstreetmap.org/way/27017436,https://www.wikidata.org/wiki/Q2179460,Alignement du Ménec
PA00086229,node,707827510,https://www.openstreetmap.org/node/707827510,https://www.wikidata.org/wiki/Q1660212,Temple
PA00086229,node,5313359008,https://www.openstreetmap.org/node/5313359008,,...
PA00090320,way,310581709,https://www.openstreetmap.org/way/310581709,https://www.wikidata.org/wiki/Q22926244,Église Saint-Ouen
PA00090320,relation,311766,https://www.openstreetmap.org/relation/311766,https://www.wikidata.org/wiki/Q22926244,Hôtel de Blossac
PA25000036,node,3140101175,https://www.openstreetmap.org/node/3140101175,https://www.wikidata.org/wiki/Q18195265,Château de Lods
PA25000036,way,166130126,https://www.openstreetmap.org/way/166130126,https://www.wikidata.org/wiki/Q18195265,Château de Lods
PA00085312,way,40191697,https://www.openstreetmap.org/way/40191697,https://www.wikidata.org/wiki/Q3361024,...
PA00085312,way,40191698,https://www.openstreetmap.org/way/40191698,,...
PA00085312,relation,228029,https://www.openstreetmap.org/relation/228029,https://www.wikidata.org/wiki/Q3361024,Palais de Justice
PA00081979,way,73794323,https://www.openstreetmap.org/way/73794323,https://www.wikidata.org/wiki/Q15945239,Chapelle Saint-Blaise
PA00081979,way,545062119,https://www.openstreetmap.org/way/545062119,,Tour de Bauzon
PA00089431,node,3037701933,https://www.openstreetmap.org/node/3037701933,https://www.wikidata.org/wiki/Q22925189,...
PA00089431,way,209804150,https://www.openstreetmap.org/way/209804150,,Château du Leslac'h
PA00107617,node,2063753102,https://www.openstreetmap.org/node/2063753102,https://www.wikidata.org/wiki/Q22960798,Immeubles
PA00107617,node,2063753106,https://www.openstreetmap.org/node/2063753106,,Immeubles
PA00107617,node,2063753109,https://www.openstreetmap.org/node/2063753109,,Immeubles
PA00107625,node,2063753001,https://www.openstreetmap.org/node/2063753001,https://www.wikidata.org/wiki/Q22960807,Immeubles
PA00107625,node,2063753016,https://www.openstreetmap.org/node/2063753016,,Immeubles
PA00107625,node,2063753035,https://www.openstreetmap.org/node/2063753035,,Immeubles
PA00107625,node,2063753045,https://www.openstreetmap.org/node/2063753045,,Immeubles
PA00107625,node,2063753054,https://www.openstreetmap.org/node/2063753054,,Immeubles
PA00132795,way,107813661,https://www.openstreetmap.org/way/107813661,https://www.wikidata.org/wiki/Q22975628,Porte de ville
PA00132795,way,310312784,https://www.openstreetmap.org/way/310312784,,Porte de ville
PA00117991,way,190125626,https://www.openstreetmap.org/way/190125626,https://www.wikidata.org/wiki/Q22968132,Mausolée romain de Satrius
PA00117991,way,190125627,https://www.openstreetmap.org/way/190125627,https://www.wikidata.org/wiki/Q22968132,Mausolée romain du Sévir Turpio
PA00117991,way,190125628,https://www.openstreetmap.org/way/190125628,https://www.wikidata.org/wiki/Q22968132,Mausolées romains de Julius Severianus, de Quintus Valerius et de Julia
PA39000012,way,82836468,https://www.openstreetmap.org/way/82836468,https://www.wikidata.org/wiki/Q22996684,...
PA39000012,way,82837123,https://www.openstreetmap.org/way/82837123,,...
PA39000012,way,82839710,https://www.openstreetmap.org/way/82839710,,...
